,title_english,imdb_rating,votes_imdb,metascore,year,director,stars,imdb_trust
189,Jujutsu Kaisen 0,"7,8",26465.0,71.0,2021,Seong-Hu Park,"Chinatsu Akasaki, Aya Endô, Kana Hanazawa, Show Hayami",False
190,Sonic the Hedgehog 3,,,,2024,Jeff Fowler,"Idris Elba, James Marsden, Ben Schwartz, Colleen O'Shaughnessey",False
191,El emperador y sus locuras,"7,4",215705.0,70.0,2000,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton",True
192,Anastasia,"7,1",130854.0,61.0,1997,"Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Christopher Lloyd, Kelsey Grammer",True
193,Akira,"8,0",196079.0,67.0,1988,Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",True
194,Blancanieves y los siete enanitos,"7,6",208135.0,96.0,1937,"William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen","Adriana Caselotti, Harry Stockwell, Lucille La Verne, Roy Atwell",True
195,Monstruos University,"7,2",375619.0,65.0,2013,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",True
196,Recursos humanos,"7,1",9280.0,,2022,,"Aidy Bryant, Randall Park, Keke Palmer, David Thewlis",False
197,Más allá del jardín,"8,8",63247.0,,2014,,"Elijah Wood, Collin Dean, Melanie Lynskey, Christopher Lloyd",False
198,Rango,"7,2",282234.0,75.0,2011,Gore Verbinski,"Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin",True
199,Desencantada: Vuelve Giselle,"5,6",24020.0,50.0,2022,Adam Shankman,"Amy Adams, Patrick Dempsey, Maya Rudolph, Gabriella Baldacchino",False
200,Baki the Grappler,"7,5",1887.0,,2001,,"Bob Carter, Masami Kikuchi, Robert McCollum, Naomi Kusumi",False
201,Toy Story 2,"7,9",601323.0,88.0,1999,"John Lasseter, Ash Brannon, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer",True
202,Mufasa: El Rey León,,,,2024,Barry Jenkins,"Seth Rogen, Kelvin Harrison Jr., Billy Eichner, Aaron Pierre",False
203,Cars 2,"6,2",204963.0,57.0,2011,"John Lasseter, Bradford Lewis","Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer",True
204,Total Drama Island,"7,4",12919.0,,2007,,"Anthony Christian Potenza, Clé Bennett, Rachel Wilson, Scott McCord",False
205,Dragon Ball Super,"8,3",32943.0,,2015,,"Masako Nozawa, Naoki Tatsuta, Sean Schemmel, Ryô Horikawa",False
206,Frozen II,"6,8",184108.0,64.0,2019,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",True
207,Lightyear,"6,1",116749.0,60.0,2022,Angus MacLane,"Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi",True
208,Ben 10,"7,4",24396.0,,2005,,"Tara Strong, Paul Eiding, Meagan Moore, Dee Bradley Baker",False
209,La patrulla canina: La película,"6,1",7304.0,50.0,2021,Cal Brunker,"Tyler Perry, Ron Pardo, Will Brisbin, Kingsley Marshall",False
210,Buscando a Dory,"7,3",290750.0,77.0,2016,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson",True
211,Los minions,"6,4",249748.0,56.0,2015,"Kyle Balda, Pierre Coffin","Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin",True
212,Peppa Pig,"6,3",5949.0,,2004,,"John Sparkes, Morwenna Banks, Richard Ridings, Oliver May",False
213,Mundo extraño,"5,7",41941.0,65.0,2022,"Don Hall, Qui Nguyen","Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid",False
214,Cars 3,"6,7",111732.0,59.0,2017,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion",True
215,Space Jam,"6,5",206275.0,59.0,1996,Joe Pytka,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",True
216,Mascotas,"6,5",210568.0,61.0,2016,Chris Renaud,"Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell",True
217,Teen Titans,"7,9",35686.0,,2003,,"Hynden Walch, Greg Cipes, Scott Menville, Khary Payton",False
218,Code Geass: Lelouch of the Rebellion,"8,7",74369.0,,2006,,"Jun Fukuyama, Takahiro Sakurai, Johnny Yong Bosch, Yukana",False
219,Kung Fu Panda 4,,,,2024,"Mike Mitchell, Stephanie Stine","Jackie Chan, Seth Rogen, Angelina Jolie, Jack Black",False
220,El libro de la selva,"7,6",192005.0,65.0,1967,Wolfgang Reitherman,"Phil Harris, Sebastian Cabot, Louis Prima, Bruce Reitherman",True
221,Dragon Ball Super: Super Hero,"7,1",12692.0,65.0,2022,Tetsuro Kodama,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Takeshi Kusao",False
222,El jorobado de Notre Dame,"7,0",165716.0,74.0,1996,"Gary Trousdale, Kirk Wise","Demi Moore, Jason Alexander, Mary Kay Bergman, Corey Burton",True
223,Lluvia de albóndigas,"6,9",247242.0,66.0,2009,"Phil Lord, Christopher Miller","Anna Faris, Bill Hader, Bruce Campbell, James Caan",True
224,Haikyu!! Los ases del vóley,"8,7",30559.0,,2014,,"Ayumu Murase, Kaito Ishikawa, Yu Hayashi, Satoshi Hino",False
225,One Piece Film Red,"6,6",12847.0,69.0,2022,Gorô Taniguchi,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi",False
226,Ghost in the Shell,"7,9",150162.0,76.0,1995,Mamoru Oshii,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera",True
227,Paprika. Detective de los sueños,"7,7",89260.0,81.0,2006,Satoshi Kon,"Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya",False
228,Megamind,"7,3",280793.0,63.0,2010,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",True
229,El bebé jefazo,"6,3",135246.0,50.0,2017,Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow",True
230,Steins;Gate,"8,8",68130.0,,2011,,"Mamoru Miyano, Asami Imai, Kana Hanazawa, Ashly Burch",False
231,HouseBroken,"6,3",1690.0,,2021,,"Lisa Kudrow, Clea DuVall, Nat Faxon, Will Forte",False
232,El espantatiburones,"6,0",192341.0,48.0,2004,"Bibo Bergeron, Vicky Jenson, Rob Letterman","Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie",True
233,Ralph rompe Internet,"7,0",173117.0,71.0,2018,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson",True
234,"Marcel, la concha con zapatos","7,7",20627.0,80.0,2021,Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini, Joe Gabler",False
235,Río 2,"6,3",96375.0,49.0,2014,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Jemaine Clement, Andy Garcia",False
236,El gigante de hierro,"8,1",213548.0,85.0,1999,Brad Bird,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel",True
237,El príncipe de Egipto,"7,2",139916.0,64.0,1998,"Brenda Chapman, Steve Hickner, Simon Wells","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock",True
238,Steven Universe,"8,2",37161.0,,2013,,"Zach Callison, Deedee Magno, Michaela Dietz, Estelle",False
239,Home: Hogar dulce hogar (II),"6,5",108051.0,55.0,2015,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",True
240,Mob Psycho 100,"8,6",39396.0,,2016,,"Setsuo Ito, Takahiro Sakurai, Chris Niosi, Akio Ôtsuka",False
241,Transformers One,,,,2024,Josh Cooley,"Scarlett Johansson, Jon Hamm, Chris Hemsworth, Laurence Fishburne",False
242,Pocahontas (I),"6,7",196212.0,58.0,1995,"Mike Gabriel, Eric Goldberg","Mel Gibson, Linda Hunt, Christian Bale, Joe Baker",True
243,Dragon Ball,"8,6",61996.0,,1986,,"Masako Nozawa, Jôji Yanami, Brice Armstrong, Stephanie Nadolny",False
244,Ultrasecretos,"7,7",26585.0,,2021,,"Lizzy Caplan, Christian Slater, Clark Duke, Tisha Campbell",False
245,Bolt,"6,8",221251.0,67.0,2008,"Byron Howard, Chris Williams","John Travolta, Miley Cyrus, Susie Essman, Mark Walton",True
246,Chicken Run: Evasión en la granja,"7,1",200992.0,88.0,2000,"Peter Lord, Nick Park","Mel Gibson, Julia Sawalha, Phil Daniels, Lynn Ferguson",True
247,Gru 2: Mi villano favorito,"7,3",413702.0,62.0,2013,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",True
248,Onward (I),"7,4",160519.0,61.0,2020,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer",True
249,Ponyo en el acantilado,"7,6",153238.0,86.0,2008,Hayao Miyazaki,"Cate Blanchett, Matt Damon, Liam Neeson, Tomoko Yamaguchi",True
250,Locos por el surf,"6,7",86306.0,64.0,2007,"Ash Brannon, Chris Buck","Shia LaBeouf, Zooey Deschanel, Jon Heder, Jeff Bridges",False
251,The Witcher: La pesadilla del lobo,"7,2",47950.0,67.0,2021,Kwang Il Han,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish",False
252,La Liga de la Justicia,"8,6",49328.0,,2001,,"Carl Lumbly, Phil LaMarr, Michael Rosenbaum, George Newbern",False
253,Sonic Prime,"7,3",1988.0,,2022,,"Deven Christian Mack, Kazumi Evans, Shannon Chan-Kent, Ashleigh Ball",False
254,Angry Birds. La película,"6,3",99288.0,43.0,2016,"Clay Kaytis, Fergal Reilly","Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph",False
255,Teen Titans Go!,"5,5",23147.0,,2013,,"Greg Cipes, Khary Payton, Scott Menville, Tara Strong",False
256,Goofy e hijo,"6,9",59561.0,53.0,1995,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",False
257,Capitán Calzoncillos: Su primer peliculón,"6,2",30838.0,69.0,2017,David Soren,"Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll",False
258,Hotel Transilvania 4: Transformanía,"6,0",35296.0,46.0,2022,"Derek Drymon, Jennifer Kluska","Andy Samberg, Selena Gomez, Kathryn Hahn, Jim Gaffigan",False
259,Kung Fu Panda 3,"7,1",173311.0,66.0,2016,"Alessandro Carloni, Jennifer Yuh Nelson","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",True
260,Mavka. Guardiana del bosque,"6,7",3160.0,,2023,"Oleh Malamuzh, Oleksandra Ruban","Nataliya Denisenko, Laurie Hymes, Eddy Lee, Artem Pivovarov",False
261,Cómo entrenar a tu dragón 2,"7,8",351322.0,77.0,2014,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",True
262,El viaje de Arlo,"6,7",122359.0,66.0,2015,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",True
263,El monstruo marino,"7,0",53817.0,74.0,2022,Chris Williams,"Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste",False
264,Ninjago: Dragons Rising,"7,7",368.0,,2023,,"Sam Vincent, Brian Drummond, Deven Christian Mack, Sabrina Pitre",False
265,Samurai Jack,"8,5",56906.0,,2001,,"Phil LaMarr, Mako, Kevin Michael Richardson, Jeff Bennett",False
266,Número 9 (I),"7,0",144062.0,60.0,2009,Shane Acker,"Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer",True
267,Vecinos invasores,"6,7",184198.0,67.0,2006,"Tim Johnson, Karey Kirkpatrick","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes",True
268,Cómo entrenar a tu dragón 3,"7,4",141043.0,71.0,2019,Dean DeBlois,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",True
269,Re: Zero - Empezar de cero en un mundo diferente,"8,1",21503.0,,2016,,"Yûsuke Kobayashi, Rie Takahashi, Sean Chiplock, Rie Murakawa",False
270,Sword Art Online,"7,5",49503.0,,2012,,"Yoshitsugu Matsuoka, Haruka Tomatsu, Bryce Papenbrook, Cherami Leigh",False
271,Army of the Dead: Lost Vegas,,,,2023,,"Tig Notaro, Anya Chalotra, Monica Barbaro, Joe Manganiello",False
272,Thomas y sus amigos,"6,5",5885.0,,1984,,"Michael Angelis, Keith Wickham, Michael Brandon, Kerry Shale",False
273,Lego Ninjago: Maestros del Spinjitzu,"7,5",6417.0,,2011,,"Michael Adamthwaite, Kelly Metzger, Kirby Morrow, Vincent Tong",False
274,Monstruos contra alienígenas,"6,4",170716.0,56.0,2009,"Rob Letterman, Conrad Vernon","Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen",True
275,The Seven Deadly Sins,"7,8",35464.0,,2014,,"Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela",False
276,Space Jam: Nuevas leyendas,"4,5",76824.0,36.0,2021,Malcolm D. Lee,"LeBron James, Don Cheadle, Cedric Joe, Khris Davis",False
277,"Nicky, la aprendiz de bruja","7,8",154459.0,85.0,1989,Hayao Miyazaki,"Kirsten Dunst, Minami Takayama, Rei Sakuma, Kappei Yamaguchi",True
278,Horimiya,"8,1",12417.0,,2021,,"Haruka Tomatsu, Kôki Uchiyama, Seiichiro Yamashita, Zeno Robinson",False
279,La novia cadáver,"7,3",286687.0,83.0,2005,"Tim Burton, Mike Johnson","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman",True
280,Guardianes de la noche - Kimetsu no Yaiba - La película: Tren Infinito,"8,2",66682.0,72.0,2020,Haruo Sotozaki,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono",False
281,Heavy Metal,"6,6",36929.0,51.0,1981,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","Richard Romanus, John Candy, Joe Flaherty, Don Francks",False
282,Robin Hood,"7,5",133832.0,57.0,1973,"Wolfgang Reitherman, David Hand","Brian Bedford, Phil Harris, Roger Miller, Peter Ustinov",True
283,X-Men,"8,4",45409.0,,1992,,"Cedric Smith, Cal Dodd, Lenore Zann, George Buza",False
284,Justice League Unlimited,"8,7",18539.0,,2004,,"George Newbern, Kevin Conroy, Phil LaMarr, Carl Lumbly",False
285,Dragonkeeper,,,,2023,Salvador Simó,"Bill Nighy, Brendan Coyle, Anthony Howell, Bill Bailey",False
286,Una casa de locos,"7,0",7526.0,,2014,,"Grey Griffin, Lara Jill Miller, Jessica DiCicco, Brian Stepanek",False
287,The Promised Neverland,"8,2",42981.0,,2019,,"Sumire Morohoshi, Mariya Ise, Shinei Ueki, Lynn",False
288,Shi Guang Dai Li Ren,"8,6",2854.0,,2021,,"Zeno Robinson, Alejandro Saab, Suzie Yeung, Kelsey Maher",False
289,Chip y Chop: Los guardianes rescatadores,"7,0",44579.0,66.0,2022,Akiva Schaffer,"Andy Samberg, John Mulaney, KiKi Layne, Will Arnett",False
290,La LEGO película 2,"6,6",72901.0,65.0,2019,Mike Mitchell,"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish",False
291,Prison School,"7,6",6825.0,,2015,,"Hiroshi Kamiya, Katsuyuki Konishi, Kenichi Suzumura, Daisuke Namikawa",False
292,Fairy Tail,"7,9",26463.0,,2009,,"Cherami Leigh, Todd Haberkorn, Tia Lynn Ballard, Tetsuya Kakihara",False
293,Batman,"7,3",12802.0,,2004,,"Rino Romano, Alastair Duncan, Evan Sabara, Danielle Judovits",False
294,Chicken Run: Amanecer de los nuggets,,,,2023,Sam Fell,"Zachary Levi, Bella Ramsey, Thandiwe Newton, Nick Mohammed",False
295,El viento se levanta,"7,7",91813.0,83.0,2013,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura",False
296,Detective Conan,"8,5",14348.0,,1996,,"Minami Takayama, Wakana Yamazaki, Hoang Khuyet, Akira Kamiya",False
297,Momias,"5,9",7447.0,,2023,Juan Jesús García Galocha,"Óscar Barberán, Ana Esther Alborg, Luis Pérez Reina, María Luisa Solá",False
298,Tokyo Ghoul,"7,7",59623.0,,2014,,"Natsuki Hanae, Austin Tindle, Brina Palencia, Sora Amamiya",False
299,Hiroshima,"8,0",8604.0,,1983,Mori Masaki,"Issei Miyazaki, Catherine Battistone, Yoshie Shimamura, Iona Morris",False
300,Trolls 2: Gira mundial,"6,1",25812.0,51.0,2020,"Walt Dohrn, David P. Smith","Anna Kendrick, Justin Timberlake, Rachel Bloom, James Corden",False
301,Los aristogatos,"7,1",110191.0,66.0,1970,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers",True
302,Bee Movie,"6,1",172236.0,54.0,2007,"Simon J. Smith, Steve Hickner","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton",True
303,Shrek tercero,"6,1",321616.0,58.0,2007,"Chris Miller, Raman Hui","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas",True
304,FernGully: las aventuras de Zak y Crysta,"6,5",32490.0,67.0,1992,Bill Kroyer,"Samantha Mathis, Christian Slater, Robin Williams, Tim Curry",False
305,Alvin y las ardillas,"5,2",91072.0,39.0,2007,Tim Hill,"Jason Lee, Ross Bagdasarian Jr., Janice Karman, David Cross",False
306,Desaparecido,"8,5",53407.0,,2016,,"Tao Tsuchiya, Ben Diskin, Michelle Ruff, Minami Takayama",False
307,El ascenso de las Tortugas Ninja: La película,"6,1",6094.0,61.0,2022,"Andy Suriano, Ant Ward","Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith, Josh Brener",False
308,Dr. Stone,"8,1",24421.0,,2019,,"Yûsuke Kobayashi, Manami Numakura, Ayumu Murase, Gen Satô",False
309,Kung Fu Panda 2,"7,2",302536.0,67.0,2011,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman",True
310,Star Wars: Visions,"7,0",22302.0,,2021,,"Michael Sinterniklaas, Neil Kaplan, Adam Sietz, JP Karliak",False
311,Barbie: La vida en la casa de sus sueños,"7,5",2468.0,,2012,,"Kate Higgins, Sean Hankinson, Haviland Stillwell, Paula Rhodes",False
312,A Silent Voice,"8,1",92238.0,78.0,2016,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yûki, Kenshô Ono",False
313,El ascenso de las Tortugas Ninja,"5,7",5778.0,,2018,,"Ben Schwartz, Brandon Mychal Smith, Omar Benson Miller, Josh Brener",False
314,El tiempo contigo,"7,5",49724.0,72.0,2019,Makoto Shinkai,"Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu",False
315,Mashle: Magic and Muscles,"7,5",2645.0,,2023,,"Chiaki Kobayashi, Reina Ueda, Katsuyuki Konishi, Chô",False
316,"Clifford, el gran perro rojo","5,9",15445.0,55.0,2021,Walt Becker,"Darby Camp, Jack Whitehall, Izaac Wang, John Cleese",False
317,Spider-Man,"8,4",33714.0,,1994,,"Christopher Daniel Barnes, Sara Ballantine, Edward Asner, Roscoe Lee Browne",False
318,El dragón de los deseos,"7,2",30771.0,59.0,2021,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Natasha Liu Bordizzo",False
319,Scooby-Doo! Misterios S.A.,"8,1",15666.0,,2010,,"Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",False
320,"Kanojo, Okarishimasu","7,1",7179.0,,2020,,"Aleks Le, Lizzie Freeman, Shun Horie, Landon McDonald",False
321,Los padrinos mágicos,"7,2",43995.0,,2001,,"Tara Strong, Susanne Blakeslee, Daran Norris, Carlos Alazraqui",False
322,Emoji: La Película,"3,4",68389.0,12.0,2017,Tony Leondis,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph",False
323,La casa (III),"6,8",20208.0,,2022,"Paloma Baeza, Emma De Swaef, Niki Lindroth von Bahr, Marc James Roels","Mia Goth, Matthew Goode, Claudie Blakley, Eleanor De Swaef-Roels",False
324,Los Croods,"7,2",224727.0,55.0,2013,"Kirk DeMicco, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener",True
325,Clone High,"6,5",1016.0,,2023,,"Neil Casey, Ayo Edebiri, Will Forte, Mitra Jouhari",False
326,La familia Addams,"5,8",43119.0,46.0,2019,"Greg Tiernan, Conrad Vernon","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",False
327,En busca del valle encantado,"7,4",94792.0,66.0,1988,Don Bluth,"Pat Hingle, Gabriel Damon, Helen Shaver, Bill Erwin",False
328,Elío,,,,2024,Adrian Molina,"America Ferrera, Jameela Jamil, Brad Garrett, Yonas Kibreab",False
329,Los Croods: Una nueva era,"6,9",49116.0,56.0,2020,Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",False
330,Tom y Jerry (II),"5,2",37804.0,32.0,2021,Tim Story,"Chloë Grace Moretz, Michael Peña, Colin Jost, Tom",False
331,Rurouni Kenshin,"8,4",380.0,,2023,,"Rie Takahashi, Sôma Saitô, Makoto Koichi, Taku Yashiro",False
332,Transformadores: Chispa de tierra,"4,0",2323.0,,2022,,"Andrea Libman, Zion Broadnax, Kathreen Khavari, Sydney Mikayla",False
333,Las aventuras de Tintín: El secreto del unicornio,"7,3",238071.0,68.0,2011,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg",True
334,Los pitufos,"5,4",94038.0,30.0,2011,Raja Gosnell,"Hank Azaria, Katy Perry, Jonathan Winters, Neil Patrick Harris",False
335,Garfield,,,,2024,Mark Dindal,"Hannah Waddingham, Chris Pratt, Samuel L. Jackson, Nicholas Hoult",False
336,Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~,"8,5",17379.0,,2019,,"Aoi Koga, Makoto Furukawa, Konomi Kohara, Yutaka Aoyama",False
337,Entergalactic,"7,4",13187.0,,2022,Fletcher Moules,"Kid Cudi, Jessica Williams, Laura Harrier, Ty Dolla $ign",False
338,La ruta hacia El Dorado,"6,9",102768.0,51.0,2000,"Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante",True
339,Batman: The Doom That Came to Gotham (2023 Video),"6,1",3851.0,,2023,"Christopher Berkeley, Sam Liu","David Giuntoli, Tati Gabrielle, Gideon Adlon, Karan Brar",False
340,El libro de la vida,"7,2",74884.0,67.0,2014,Jorge R. Gutiérrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",False
341,Patoaventuras,"8,3",11159.0,,2017,,"David Tennant, Ben Schwartz, Danny Pudi, Bobby Moynihan",False
342,Blue Lock,"8,3",9851.0,,2022,,"Ricco Fajardo, Aaron Dismuke, Drew Breedlove, Alex Hom",False
343,Mad God,"6,8",12383.0,80.0,2021,Phil Tippett,"Alex Cox, Niketa Roman, Satish Ratakonda, Harper Taylor",False
344,Liga de la Justicia x RWBY: Superhéroes y Cazadores: Parte 1 (2023 Video),"5,3",1334.0,,2023,Kerry Shawcross,"Ozioma Akagha, Jen Brown, Tiana Camacho, Aaron Dismuke",False
345,Monster House,"6,6",130369.0,68.0,2006,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke, Ryan Whitney",True
346,El castillo en el cielo,"8,0",173944.0,78.0,1986,Hayao Miyazaki,"Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada",True
347,El bebé jefazo: Negocios de familia,"5,9",20702.0,39.0,2021,Tom McGrath,"Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt",False
348,My Little Pony: La magia de la amistad,"7,7",21983.0,,2010,,"Ashleigh Ball, Tara Strong, Tabitha St. Germain, Andrea Libman",False
349,Gru 3: Mi villano favorito,"6,2",145171.0,49.0,2017,"Kyle Balda, Pierre Coffin, Eric Guillon","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove",True
350,Parasyte,"8,3",43586.0,,2014,,"Aya Hirano, Rinka H.B.B., Brittney Karbowski, Nobunaga Shimazaki",False
351,Barbie en La princesa y la costurera (2004 Video),"7,0",8270.0,,2004,William Lau,"Kelly Sheridan, Melissa Lyons, Julie Stevens, Mark Hildreth",False
352,Alicia en el País de las Maravillas,"7,3",148650.0,68.0,1951,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway",True
353,Beowulf,"6,3",171381.0,59.0,2007,Robert Zemeckis,"Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright",True
354,Anfibilandia,"8,3",7888.0,,2019,,"Brenda Song, Justin Felbinger, Bill Farmer, Amanda Leighton",False
