mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
6336,Mobile Suit Gundam Unicorn,8.16,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam Unicorn,機動戦士ガンダムUC（ユニコーン）,OVA,7,"Mar 12, 2010 to Jun 6, 2014",Unknown,"Bandai Visual, Kadokawa Shoten","Nozomi Entertainment, Bandai Entertainment, NYAV Post",Sunrise,Novel,1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,353.0,77234,Kazuhiro Furuhashi,
6347,Baka to Test to Shoukanjuu,7.6,"Comedy, Romance, School, Super Power",Baka & Test - Summon the Beasts,バカとテストと召喚獣,TV,13,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,"Lantis, Media Factory, Cospa, T.O Entertainment",Funimation,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1278.0,529741,Shin Oonuma,
6368,Legend of Regios,6.48,Magic,Legend of Regios,レジェンド・オブ・レギオス,Special,3,"Mar 27, 2009 to May 29, 2009",Unknown,Unknown,Unknown,Zexcs,Unknown,8 min. per ep.,R - 17+ (violence & profanity),6022.0,8999,Itsuro Kawasaki,Tomoko KawasakiTsuneo TakechiSeiichi HachiyaTomoko SuzukiYuka HaradaAtsuyuki Okamoto
6381,Strike Witches 2,7.32,"Action, Ecchi, Magic, Military, Sci-Fi",Strike Witches 2,ストライクウィッチーズ 2,TV,12,"Jul 8, 2010 to Sep 23, 2010",Summer 2010,"AIC, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Funimation,AIC Spirits,Original,24 min. per ep.,R+ - Mild Nudity,2271.0,73066,Shouji Saeki,"
List

PV:Takashi Tachizaki[5]Mitsutoshi Kubota[5]TV:Akiko OokuboNaruki FukayaHajime MaruyamaSoujirou ArimizuKenichi TokumuraChiho ShibayamaToshiki FujiwaraMiho UzukiKazuhito Kondou

"
6448,Yuusei Shounen Papii,5.87,"Action, Sci-Fi, Space, Super Power",Prince Planet,遊星少年パピイ,TV,52,"Jun 3, 1965 to May 27, 1966",Summer 1965,Unknown,Unknown,Eiken,Unknown,25 min. per ep.,PG - Children,8643.0,581,Sato Ōkura,
6452,Akuu Daisakusen Srungle,6.17,"Action, Mecha, Sci-Fi",Macron One,亜空大作戦　スラングル,TV,53,"Jan 21, 1983 to Jan 27, 1984",Winter 1983,Kokusai Eigasha,Unknown,Unknown,Original,25 min. per ep.,PG-13 - Teens 13 or older,7476.0,1095,Kunihiko Yuyama,Hideo OgataHiroshi Katō
6500,Seikon no Qwaser,6.45,"Action, Super Power, Supernatural, Ecchi, Seinen",The Qwaser of Stigmata,聖痕のクェイサー,TV,24,"Jan 10, 2010 to Jun 20, 2010",Winter 2010,TAKI Corporation,Sentai Filmworks,Hoods Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,6145.0,263615,Hiraku Kaneko,
6509,Kiteretsu Daihyakka,6.66,"Comedy, Drama, Kids, Slice of Life",Kiteretsu Encyclopedia,キテレツ大百科,TV,331,"Mar 27, 1988 to Jun 9, 1996",Spring 1988,Fuji TV,Unknown,Gallop,Manga,25 min. per ep.,PG - Children,5079.0,3441,Hiro KatsuokaKeiji Hayakawa,Kenji Shimizu (Fuji TV)Minoru Wada (Fuji TV)Yoshihiro Suzuki (Fuji TV)Yoshio Kataoka (Asatsu)Kazuhiko Ishikawa (Asatsu)Tateshi Yamazaki (Asatsu)Yutaka Sugiyama (Asatsu)Akio Wakana (Gallop)Tetsuo Kanno (Staff 21)
6511,Chou Seimeitai Transformers Beast Wars Neo,6.45,"Action, Adventure, Space, Mecha, Shounen",Beast Wars Neo,超生命体トランスフォーマー ビーストウォーズ・ネオ,TV,35,"Feb 3, 1999 to Sep 29, 1999",Winter 1999,Unknown,Unknown,Production Reed,Unknown,23 min. per ep.,PG - Children,6156.0,2095,Osamu Sekita,
6512,Nyan Koi!,7.2,"Harem, Comedy, Romance",Nyan Koi!,にゃんこい！,TV,12,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,"Pony Canyon, TBS, Movic, Flex Comix",Sentai Filmworks,AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2755.0,223345,Keiichiro Kawaguchi,Junichiro TanakaShinichi NakamuraJiyū ŌgiNaoko OkadaTomohiro Fujita
6547,Angel Beats!,8.15,"Action, Comedy, Drama, School, Supernatural",Angel Beats!,Angel Beats!（エンジェルビーツ）,TV,13,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,"Aniplex, Dentsu, Mainichi Broadcasting System, CBC, Movic, Visual Art's, ASCII Media Works",Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,354.0,1591773,Seiji Kishi,Kenji HorikawaHiro MaruyamaYōsuke Toba
6574,Hanamaru Youchien,7.31,"Slice of Life, Comedy, Seinen",Hanamaru Kindergarten,はなまる幼稚園,TV,12,"Jan 11, 2010 to Mar 29, 2010",Winter 2010,"Starchild Records, Omnibus Japan, TV Tokyo Music",Unknown,Gainax,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2306.0,65009,Seiji Mizushima,
6594,Katanagatari,8.36,"Action, Adventure, Historical, Martial Arts, Romance",Katanagatari,刀語,TV,12,"Jan 26, 2010 to Dec 11, 2010",Winter 2010,"Aniplex, Lantis, Kodansha, Movic, Fuji TV","NIS America, Inc.",White Fox,Light novel,50 min. per ep.,R - 17+ (violence & profanity),175.0,442694,Keitarō Motonaga,Hideo Katsumata (Chief)Osamu Yoshiba (Chief)Kōji Yamamoto (Chief)Yōsuke TobaMasayuki HariuNoriko Ozaki
6610,Ibara no Ou,7.0,"Action, Thriller, Mystery, Sci-Fi",King of Thorn,いばらの王,Movie,1,"Oct 9, 2009",Unknown,"TV Tokyo, Bandai Visual, Dentsu, Kadokawa Pictures Japan, Enterbrain, Sony PCL",Funimation,Sunrise,Manga,1 hr. 50 min.,R+ - Mild Nudity,3637.0,60211,Kazuyoshi Katayama,Jun'ichi KimuraYoshimasa Tsuchiya
6645,Chu-Bra!!,6.23,"Ecchi, Comedy, School, Seinen",Chu-Bra,ちゅーぶら!!,TV,12,"Jan 4, 2010 to Mar 22, 2010",Winter 2010,GANSIS,Unknown,Zexcs,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7189.0,42810,Yukina Hiiro,Tomoko KawasakiTakahiro Yamanaka
6672,Video Senshi Lezarion,6.41,"Action, Mecha, Sci-Fi",Video Warrior Laserion,ビデオ戦士レザリオン,TV,45,"Mar 4, 1984 to Feb 3, 1985",Spring 1984,Unknown,Unknown,Toei Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,6383.0,816,Kozo Morishita,
6682,11eyes,6.16,"Action, Ecchi, Super Power, Supernatural",11eyes,11eyes イレブンアイズ,TV,12,"Oct 7, 2009 to Dec 23, 2009",Fall 2009,"Marvelous, Pony Canyon, feng",Sentai Filmworks,Doga Kobo,Visual novel,25 min. per ep.,R - 17+ (violence & profanity),7510.0,207294,Masami Shimoda,Makoto ItōYūichirō TakahataEiji MannōMana TsurugiUesama
6702,Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",Fairy Tail,FAIRY TAIL（フェアリーテイル）,TV,175,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1076.0,1312470,Shinji Ishihira (#1–6)Tetsuo Amino (#7–9),Noriaki MatsukiShinji Horikiri (#1)Ayano Iida (#1–2)Takeshi Ozawa (#1–2)Kensuke Tateishi (#1–2)Ryōichi Ishihara (#2–6)Nakuru Yamatani (#2–6)Hiroshi Tatsukawa (#3–9)Hideharu Gomi (#3–6)Yōhei Itō (#7–9)Yuri Terao (#7–9)Osamu Hashimoto (#7–9)Tomohiro Uchida (#9)
6707,Kuroshitsuji II,7.22,"Action, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler II,黒執事II,TV,12,"Jul 2, 2010 to Sep 17, 2010",Summer 2010,"Aniplex, Square Enix, Mainichi Broadcasting System",Funimation,A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),2684.0,437730,Kenjirou Okada,Yasutaka KimuraKozue KaneniwaRyū HashimotoShinobu SatōAyako YokoyamaKatsunori KuboHirotsugu Ogisu
6746,Durarara!!,8.18,"Action, Mystery, Supernatural",Durarara!!,デュラララ!!,TV,24,"Jan 8, 2010 to Jun 25, 2010",Winter 2010,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create",Aniplex of America,Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),329.0,1111256,Takahiro Omori,Akeko YokoyamaAtsushi WadaHiro MaruyamaKozue KaneniwaYasuyo Ogisu
6747,Dance in the Vampire Bund,7.06,"Action, Supernatural, Vampire",Dance in the Vampire Bund,ダンスインザヴァンパイアバンド,TV,12,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,"Genco, Media Factory, Rakuonsha, AT-X, flying DOG",Funimation,Shaft,Manga,24 min. per ep.,R+ - Mild Nudity,3381.0,189926,Akiyuki ShinboMasahiro Sonoda,Nobuhiro Oosawa (Genco)Toshiaki Asaka (Media Factory)
6771,Dorimogu Daa!!,Unknown,"Adventure, Fantasy, Kids",Mock & Sweet,ドリモグだァ!!,TV,49,"Oct 15, 1986 to Oct 8, 1987",Fall 1986,Unknown,Unknown,Unknown,Unknown,25 min. per ep.,PG - Children,13837.0,362,Hiroyuki YokoyamaMasahiko FukutomiTakajuki Kaneko,
6772,Break Blade 1: Kakusei no Toki,7.67,"Action, Fantasy, Mecha, Military, Shounen",Broken Blade,ブレイク ブレイド 覚醒ノ刻,Movie,1,"May 29, 2010",Unknown,"Bandai Visual, Lantis, KlockWorx, Flex Comix, Fields",Sentai Filmworks,"Production I.G, Xebec",Manga,51 min.,R - 17+ (violence & profanity),1104.0,77063,Nobuyoshi Habara,Ken OokawaraNao Hirasawa
6774,Kuuchuu Buranko,7.96,"Comedy, Psychological, Drama, Seinen",Welcome to Irabu's Office,空中ブランコ,TV,11,"Oct 15, 2009 to Dec 24, 2009",Fall 2009,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",Unknown,Toei Animation,Novel,23 min. per ep.,R - 17+ (violence & profanity),584.0,73503,Kenji Nakamura,Masato JōnoKōji YamamotoTakashi Washio
6779,Pokonyan!,6.63,"Comedy, Fantasy, Kids, Magic",Rocky Rackat!,ポコニャン！,TV,170,"Apr 5, 1993 to Mar 29, 1996",Spring 1993,"Shogakukan-Shueisha Productions, NHK, Animation 21",Enoki Films,Unknown,Unknown,10 min. per ep.,PG - Children,5224.0,661,Hiroshi Sasagawa (Chief Director)Seitarō Hara,
6802,So Ra No Wo To,7.56,"Military, Sci-Fi, Music, Slice of Life",Sound of the Sky,ソ・ラ・ノ・ヲ・ト,TV,12,"Jan 5, 2010 to Mar 23, 2010",Winter 2010,"TV Tokyo, Aniplex",Nozomi Entertainment,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,1384.0,136174,Mamoru Kanbe,Fukashi AzumaTakeshi Ochi
6868,Wansa-kun,Unknown,Comedy,Little Wansa,ワンサくん,TV,26,"Apr 2, 1973 to Sep 24, 1973",Spring 1973,Unknown,Unknown,Mushi Production,Manga,25 min. per ep.,PG - Children,12788.0,533,Eiichi Yamamoto,Yoshinobu Nishizaki
6872,Cyborg 009,6.1,"Action, Adventure, Drama, Sci-Fi, Shounen",Cyborg 009,サイボーグ009,Movie,1,"Jul 21, 1966",Unknown,Unknown,Unknown,Toei Animation,Manga,1 hr. 5 min.,G - All Ages,7790.0,2573,Kokai Kakimoto,Katsuji MorishitaYoshiki Sakurai
6880,Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",Deadman Wonderland,デッドマン・ワンダーランド,TV,12,"Apr 17, 2011 to Jul 3, 2011",Spring 2011,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Funimation,Manglobe,Manga,24 min. per ep.,R - 17+ (violence & profanity),2673.0,946514,Kōichirō Hatsumi,Naoshi ImamotoTakashi Kōchiyama
6895,Hakuouki,7.41,"Action, Historical, Supernatural, Drama, Samurai, Josei",Hakuoki ~Demon of the Fleeting Blossom~,薄桜鬼,TV,12,"Apr 4, 2010 to Jun 20, 2010",Spring 2010,Unknown,Sentai Filmworks,Studio Deen,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),1886.0,142384,Osamu Yamasaki,Mitsutoshi OguraYōhei HayashiAsuka YamazakiJun FukudaNobumitsu UrasakiHiroshi Nishijima
6956,Working!!,7.7,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!,ワーキング!!,TV,13,"Apr 4, 2010 to Jun 27, 2010",Spring 2010,"Aniplex, Rakuonsha","NIS America, Inc.",A-1 Pictures,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1044.0,357762,Yumi Kamakura,Hiroaki Tsunoda (Yomiuri TV)Hiroyuki Shimizu (Aniplex)Shunsuke Saito (Aniplex)Tomoyuki Saito (Yomiuri TV)
6973,Senkou no Night Raid,6.88,"Action, Military, Historical, Super Power",Night Raid 1931,閃光のナイトレイド,TV,13,"Apr 6, 2010 to Jun 29, 2010",Spring 2010,"TV Tokyo, Aniplex",Sentai Filmworks,A-1 Pictures,Original,23 min. per ep.,R - 17+ (violence & profanity),4130.0,39555,Atsushi Matsumoto,Akiko OdawaraKazuki Adachi
6974,Seikimatsu Occult Gakuin,7.07,"Sci-Fi, Mystery, Comedy, Supernatural, School",Occult Academy,世紀末オカルト学院,TV,13,"Jul 6, 2010 to Sep 28, 2010",Summer 2010,"Aniplex, Xebec, TV Tokyo Music","NIS America, Inc.",A-1 Pictures,Original,24 min. per ep.,R - 17+ (violence & profanity),3326.0,90253,Tomohiko Itō,Masatoshi FujimotoShinnosuke Wada
6979,Shukufuku no Campanella,6.31,"Adventure, Fantasy, Harem, Magic",Blessing of the Campanella,祝福のカンパネラ,TV,12,"Jul 3, 2010 to Sep 18, 2010",Summer 2010,Delfi Sound,"Funimation, Nozomi Entertainment",AIC,Visual novel,24 min. per ep.,R+ - Mild Nudity,6804.0,27495,Shinji Ushiro,
6987,Aki-Sora,5.99,"Ecchi, Romance, Seinen",Aki Sora,あきそら,OVA,1,"Dec 18, 2009",Unknown,"Frontier Works, Akita Shoten",Unknown,Hoods Entertainment,Manga,21 min.,R+ - Mild Nudity,8257.0,95907,Takeo Takahashi,Masanobu Arakawa Tatsuya Ishiguro
7054,Kaichou wa Maid-sama!,8.06,"Comedy, Romance, School, Shoujo",Maid Sama!,会長はメイド様!,TV,26,"Apr 2, 2010 to Sep 24, 2010",Spring 2010,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,471.0,883462,Hiroaki Sakurai,Akio Matsuda
7058,Uragiri wa Boku no Namae wo Shitteiru,7.26,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",The Betrayal Knows My Name,裏切りは僕の名前を知っている,TV,24,"Apr 12, 2010 to Sep 20, 2010",Spring 2010,Unknown,Funimation,J.C.Staff,Manga,23 min. per ep.,R - 17+ (violence & profanity),2550.0,82844,Katsushi Sakurabi,
7088,Ichiban Ushiro no Daimaou,6.89,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School",Demon King Daimao,いちばんうしろの大魔王,TV,12,"Apr 3, 2010 to Jun 19, 2010",Spring 2010,"Marvelous, Hobby Japan, Delfi Sound",Sentai Filmworks,Artland,Light novel,23 min. per ep.,R+ - Mild Nudity,4094.0,400743,Takashi Watanabe,
7148,Ladies versus Butlers!,6.64,"Harem, Comedy, Romance, Ecchi, School",Ladies versus Butlers!,れでぃ×ばと!,TV,12,"Jan 5, 2010 to Mar 23, 2010",Winter 2010,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, ASCII Media Works, BIGLOBE",Media Blasters,Xebec,Light novel,24 min. per ep.,R+ - Mild Nudity,5189.0,173270,Atsushi Ōtsuki,
7216,Sekai Douwa Anime Zenshuu,Unknown,"Adventure, Kids, Fantasy",My Favorite Fairy Tales,世界童話アニメ全集,OVA,10,"Jun 10, 1990",Unknown,Unknown,Saban Entertainment,Unknown,Unknown,10 min. per ep.,G - All Ages,11847.0,381,Shigeru Omachi (Japanese)Robert Barron (Saban),Yoshikazu Tochihira (Japanese)Haim SabanShuki Levy (Saban)
7398,Sekai Meisaku Douwa,Unknown,Fantasy,World Famous Fairy Tale Series,世界名作童話,OVA,20,"Oct, 1975 to Feb, 1983",Unknown,Unknown,Unknown,Unknown,Unknown,10 min. per ep.,G - All Ages,11874.0,460,"Tomoharu Katsumata (ep. 1), Masamune Ochiai (ep. 2), Masayuki Akehi (ep. 3), Hiroshi Shidara (ep. 4), Yasuo Yamaguchi (ep. 5), Osamu Kasai (eps. 6, 10), Yoshikatsu Kasai (ep. 7), Tsunekiyo Otani (ep. 8), Kazukiyo Shigeno (ep. 9), Kazumi Fukushima (ep. 11), Akinori Orai (eps. 12-13), Tokiji Kaburaki (ep. 14), Yūgo Serikawa (ep. 15), Atsutoshi Umezawa (ep. 16), Tadao Okubo (ep. 17), Junichi Sato (ep. 18), Yukio Kaizawa (ep. 19), Hiroyuki Ebata (ep. 20)",
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,7.48,"Harem, Hentai",Kanojo x Kanojo x Kanojo,彼女×彼女×彼女～三姉妹とのドキドキ共同生活～,OVA,3,"Dec 25, 2009 to May 20, 2011",Unknown,"Milky Animation Label, MS Pictures",Kitty Media,Studio Eromatick,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,38982,Kōsuke Murayama,MS Pictures
7465,Eve no Jikan (Movie),8.05,"Sci-Fi, Slice of Life",Time of Eve,イヴの時間,Movie,1,"Mar 6, 2010",Unknown,"Directions, Code","NYAV Post, Pied Piper",Studio Rikka,Original,1 hr. 46 min.,PG-13 - Teens 13 or older,481.0,106255,Yasuhiro Yoshiura,Tom Nagae
7479,Karate Baka Ichidai,Unknown,"Adventure, Historical, Sports, Martial Arts",Karate Master,空手バカ一代,TV,47,"Oct 3, 1973 to Sep 25, 1974",Fall 1973,Unknown,Discotek Media,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,14890.0,891,Kazuhiko Yamaguchi,Eisuke NozawaNobuo Inada
7540,Kurogane no Linebarrels Specials,6.57,"Action, Ecchi, Comedy, Mecha",Linebarrels of Iron,鉄のラインバレル,Special,2,"Aug 26, 2009 to Nov 14, 2009",Unknown,Akita Shoten,Funimation,Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),5529.0,4688,Masamitsu Hidaka,Hiroyuki BirukawaOsamu NagaiTakaaki KuwanaYoshihiro Iwasa
7551,Gowapper 5 Gordam,6.19,"Action, Adventure, Mecha, Sci-Fi",Goliath the Super Fighter,ゴワッパー5ゴーダム,TV,36,"Apr 4, 1976 to Dec 29, 1976",Spring 1976,Unknown,Unknown,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,7403.0,540,Hisayuki Toriumi,
7588,Saraiya Goyou,7.82,"Mystery, Historical, Drama, Samurai, Seinen",House of Five Leaves,さらい屋 五葉,TV,12,"Apr 16, 2010 to Jul 2, 2010",Spring 2010,"Dentsu, Media Factory, Movic, Fuji TV, Shogakukan","NIS America, Inc.",Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,800.0,70934,Tomomi Mochizuki,Makoto KimuraTakashi KōchiyamaSachi Kawamoto
7596,Haiyoru! Nyaruani,6.29,"Comedy, Parody, Sci-Fi",Haiyoru! Nyaruani,這いよる!ニャルアニ,OVA,9,"Mar 17, 2010",Unknown,SoftBank Creative,Unknown,DLE,Light novel,2 min. per ep.,PG-13 - Teens 13 or older,6931.0,26533,Tsuyoshi Nagasawa,
7619,Gegege no Kitarou (1996),6.69,"Adventure, Demons, Supernatural",Spooky Kitaro,ゲゲゲの鬼太郎,TV,114,"Jan 7, 1996 to Mar 29, 1998",Winter 1996,Unknown,Unknown,Toei Animation,Manga,25 min. per ep.,G - All Ages,4962.0,2593,Gō Koga,Chihiro Kameyama
7647,Arakawa Under the Bridge,7.6,"Comedy, Romance, Seinen",Arakawa Under the Bridge,荒川アンダー ザ ブリッジ,TV,13,"Apr 5, 2010 to Jun 28, 2010",Spring 2010,"Square Enix, Starchild Records, Rakuonsha","NIS America, Inc.",Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1276.0,289994,Yukihiro MiyamotoAkiyuki Shinbo,Gou Shukuri (King Records)
7661,Giant Killing,7.58,"Sports, Drama, Seinen",Giant Killing,ジャイアントキリング,TV,26,"Apr 4, 2010 to Sep 26, 2010",Spring 2010,NHK,Unknown,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1330.0,58297,Yuu Kou,Atsuya HirookaYuji Shibata
7662,Shinrei Tantei Yakumo,7.35,"Mystery, Horror, Supernatural",Psychic Detective Yakumo,心霊探偵 八雲,TV,13,"Oct 3, 2010 to Dec 26, 2010",Fall 2010,"NHK, Sogo Vision, NHK-BS2",Sentai Filmworks,Bee Train,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2107.0,113530,Tomoyuki Kurokawa,
7674,Bakuman.,8.23,"Comedy, Drama, Romance, Shounen",Bakuman.,バクマン。,TV,25,"Oct 2, 2010 to Apr 2, 2011",Fall 2010,"NHK, Shueisha",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,274.0,490554,Kenichi KasaiNoriaki Akitaya,
7785,Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",The Tatami Galaxy,四畳半神話大系,TV,11,"Apr 23, 2010 to Jul 2, 2010",Spring 2010,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music",Funimation,Madhouse,Novel,23 min. per ep.,R - 17+ (violence & profanity),65.0,307558,Shingo Natsume,Fumie TakeuchiNoriko OzakiEunyoung ChoiHana Sugawara
7956,Cybot Robocchi,Unknown,"Comedy, Sci-Fi",Robby the Rascal,サイボットロボッチ,TV,39,"Oct 7, 1982 to Jun 29, 1983",Fall 1982,Knack Productions,Unknown,Unknown,Unknown,24 min. per ep.,G - All Ages,13740.0,385,Kazuyuki Okasako (Chief director),Hyota Ezu (TV Tokyo)Hiroshi Toida
8041,Sennin Buraku,5.97,"Comedy, Ecchi",Hermit Village,仙人部落,TV,23,"Sep 4, 1963 to Feb 23, 1964",Fall 1963,Unknown,Unknown,Eiken,4-koma manga,15 min. per ep.,PG-13 - Teens 13 or older,8317.0,651,Shigeharu Kaneko,
8065,Karakuri Kengou Den Musashi Lord,Unknown,"Action, Adventure, Mecha","Musashi, the Samurai Lord",からくり剣豪伝ムサシロード,TV,50,"Oct 3, 1990 to Sep 25, 1991",Fall 1990,Bandai,Unknown,Studio Pierrot,Original,30 min. per ep.,PG - Children,14886.0,470,Akira Shigino,"Toru Horikoshi, Toshihiko Fujinami"
8074,Highschool of the Dead,7.15,"Action, Horror, Supernatural, Ecchi, Shounen",High School of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD,TV,12,"Jul 5, 2010 to Sep 20, 2010",Summer 2010,"Geneon Universal Entertainment, AT-X, Showgate",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,2998.0,1108591,Tetsurō Araki,Mitsutoshi Ogura
8086,Densetsu no Yuusha no Densetsu,7.6,"Action, Adventure, Magic, Fantasy, Shounen",The Legend of the Legendary Heroes,伝説の勇者の伝説,TV,24,"Jul 2, 2010 to Dec 17, 2010",Summer 2010,"Lantis, Media Factory, Kadokawa Contents Gate, Fujimi Shobo",Funimation,Zexcs,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1259.0,244977,Itsuro Kawasaki,Tomoko KawasakiTakashi TachizakiMasazumi KatōHyun-ah JeongYoshiyuki ItōMasahito Arinaga
8129,Kuragehime,8.13,"Slice of Life, Comedy, Josei",Princess Jellyfish,海月姫,TV,11,"Oct 15, 2010 to Dec 31, 2010",Fall 2010,"Fuji TV, Asmik Ace, Sony Music Entertainment, Sakura Create, Fujipacific Music",Funimation,Brain's Base,Manga,22 min. per ep.,PG-13 - Teens 13 or older,380.0,183836,Junichi Ishikawa,Sora Kobayashi
8130,Mighty Orbots,5.89,"Sci-Fi, Adventure, Comedy, Mecha",Mighty Orbots,マイティ・オーボッツ,TV,13,"Sep 8, 1984 to Dec 15, 1984",Fall 1984,Unknown,Unknown,Tokyo Movie Shinsha,Original,23 min. per ep.,G - All Ages,8562.0,571,Osamu Dezaki,George SingerTatsuo IkeuchiNobuo Inada
8149,Gegege no Kitarou (1968 Movie),6.15,"Adventure, Comedy, Horror, Supernatural, Fantasy",Spooky Kitaro,ゲゲゲの鬼太郎,Movie,1,"Jul 21, 1968",Unknown,Unknown,Unknown,Toei Animation,Unknown,46 min.,G - All Ages,7562.0,1004,Gō Koga,Chihiro Kameyama
8152,Gegege no Kitarou (1985 Movie),6.1,"Adventure, Comedy, Fantasy, Horror, Supernatural",Spooky Kitaro,ゲゲゲの鬼太郎,Movie,1,"Dec 21, 1985",Unknown,Unknown,Unknown,Toei Animation,Unknown,24 min.,G - All Ages,7794.0,749,Gō Koga,Chihiro Kameyama
8197,So Ra No Wo To Specials,7.55,"Military, Music, Sci-Fi, Slice of Life",Sound of the Sky,ソ・ラ・ノ・ヲ・ト,Special,2,"Jun 23, 2010 to Sep 22, 2010",Unknown,Aniplex,Unknown,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,1413.0,23788,Mamoru Kanbe,Fukashi AzumaTakeshi Ochi
8208,Jigoku Sensei Nube (Movie),6.63,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Hell Teacher Nube,地獄先生ぬ〜べ〜,Movie,1,"Jul 6, 1996",Unknown,Unknown,Unknown,Toei Animation,Unknown,48 min.,PG-13 - Teens 13 or older,5241.0,2092,Noriyoshi SakumaKenji Ikeda,Takehiko Shimatsu
8220,Baby Felix,5.52,"Comedy, Kids",Baby Felix,ベイビーフィリックス,TV,65,"Oct 8, 2000 to Jun 29, 2001",Fall 2000,NHK,Unknown,Radix,Unknown,4 min. per ep.,G - All Ages,9635.0,484,Hiroshi NegishiKunitoshi Okajima (Chief),Don Oriolo
